trade_date,CU.SHF,AL.SHF
20100104,0.0,0.0
20100105,0.0,0.0
20100106,50.22177458299149,39.66706091392444
20100107,20.214755229086258,22.079608322360205
20100108,11.965252643332054,14.44259347952816
20100111,8.853407732288966,12.312593048839943
20100112,8.283527684571371,12.151336959400558
20100113,7.611851232753375,10.99241819521488
20100114,6.699325394590241,9.917010378708534
20100115,5.968610524929623,8.97058629976106
20100118,5.827009354235062,8.493488439078668
20100119,6.497597583013529,8.147037739964745
20100120,5.905806250414472,7.716512583734712
20100121,5.892177571261058,7.4927936071947405
20100122,5.823806367106008,7.0245127283332485
20100125,6.229832151682741,6.763685752382206
20100126,5.715140931955633,6.23313662801532
20100127,5.3788325995561515,5.754513595032629
20100128,4.9151335069205455,4.9915019631905455
20100129,3.8494987997027703,4.30817854041293
20100201,3.133913603088369,4.2655728221158755
20100202,2.105148265843998,4.2296282972839485
20100203,1.8465720528665825,4.58811854537028
20100204,1.6778074186253678,4.931817718061451
20100205,1.619478610567124,5.374408918625011
20100208,1.440711085451274,5.966985145132523
20100209,1.5501709532158903,6.579525500394361
20100210,1.81273120644826,7.370370152993251
20100211,2.091765124482973,7.96531838019844
20100212,2.3395783361515567,8.43648699044173
20100222,2.351695231859386,8.702401105635023
20100223,2.4476131684049816,8.910918067890107
20100224,2.624330849551738,9.084445274488887
20100225,2.5796293183057744,9.185765150798147
20100226,2.5182472630978716,9.327034531823093
20100301,2.496715523336126,9.419524566867373
20100302,2.275989447673217,9.34209333565343
20100303,2.0560490023114477,9.181086769212179
20100304,1.6636012283609465,9.434330335290507
20100305,1.4961386510864996,9.879801816334957
20100308,1.5847862629155296,10.726017848824856
20100309,1.5446979172813078,10.909644070049453
20100310,1.4824303325994912,10.692945486505856
20100311,1.4526111140849598,10.837845626874513
20100312,1.4745394763782937,11.806683578321836
20100315,1.2154238066086682,11.067054734655061
20100316,1.102580773061672,9.547003269142095
20100317,1.1522188140508076,8.822209552335451
20100318,1.0739253708833505,8.507989402866508
20100319,1.0986732735094378,8.776984577289305
20100322,0.9941975810873934,8.385108234420656
20100323,0.5853324653021249,7.911517072939832
20100324,0.43059892977920666,7.581688212551156
20100325,0.271840857774982,6.898856269945617
20100326,0.31308531880860935,7.121317405309408
20100329,0.3940203508835596,7.190595707178277
20100330,0.724824962407739,8.261288137272322
20100331,0.6294349283662266,9.35818138666797
20100401,0.7655119953549099,11.253230630939912
20100402,1.5936450089215584,13.229022536722317
20100406,2.2261455037718108,13.17601828070503
20100407,3.093361056504941,13.25225862196155
20100408,3.0097718945133862,11.133372609469793
20100409,3.1385502238050567,9.13844257010673
20100412,2.8700335333980864,6.778406329950685
20100413,2.839605568050764,4.032724236877205
20100414,2.1573165032294686,0.010708025470997551
20100415,0.9468876685618088,-3.941065853466495
20100416,-0.36901650964506105,-7.54718120076764
20100419,-1.615770080019839,-10.444733670262584
20100420,-2.2289489357933636,-12.252156334408689
