trade_date,AU.SHF,AG.SHF
20100104,0.0,
20100105,0.0,
20100106,0.0,
20100107,0.0,
20100108,0.0,
20100111,0.0,
20100112,0.0,
20100113,0.0,
20100114,0.0,
20100115,0.0,
20100118,0.0,
20100119,0.0,
20100120,0.0,
20100121,0.0,
20100122,0.0,
20100125,0.0,
20100126,0.0,
20100127,0.0,
20100128,0.0,
20100129,0.0,
20100201,0.0,
20100202,0.0,
20100203,0.0,
20100204,0.0,
20100205,0.0,
20100208,0.0,
20100209,0.0,
20100210,0.0,
20100211,0.0,
20100212,-0.35448108670346523,
20100222,-0.10342022136120853,
20100223,-0.5951816345247157,
20100224,-0.996128096424478,
20100225,-1.6498818143507576,
20100226,-1.6101965988225402,
20100301,-2.1287807517026938,
20100302,-2.6264320383454494,
20100303,-2.042868621288304,
20100304,-1.8490736238225007,
20100305,-1.6008874282909338,
20100308,-1.2908232297230655,
20100309,-1.4270653435534952,
20100310,-1.3479355015255372,
20100311,-1.3179391520490586,
20100312,-0.6319647674677787,
20100315,-0.5634376758888647,
20100316,-0.04817064895112504,
20100317,0.702102672490694,
20100318,1.4028618633992511,
20100319,2.2803116422270056,
20100322,2.5510476696472746,
20100323,2.0546739290904554,
20100324,1.2069387557678042,
20100325,0.5103632939464984,
20100326,1.8226577731967717,
20100329,3.0257121493807593,
20100330,3.8415279795443626,
20100331,4.192872322036362,
20100401,4.507997105017807,
20100402,4.768246207866296,
20100406,3.977007843025034,
20100407,3.9901016231375217,
20100408,4.7267312167445645,
20100409,6.603475085341525,
20100412,7.646031095599534,
20100413,7.643308608468629,
20100414,7.785537983338218,
20100415,6.7808003163681265,
20100416,6.270832271245494,
20100419,4.533130380775245,
20100420,3.2224150025898264,
20100421,3.5514177354674783,
20100422,3.5227649424786436,
20100423,4.260652384495406,
20100426,5.516555305906781,
20100427,6.813863152381633,
20100428,8.030137700693373,
20100429,8.284954225523926,
20100430,9.364432066801411,
20100504,10.259166305592103,
20100505,11.820984349034108,
20100506,13.54318047607549,
20100507,15.342813076810746,
20100510,16.825496657307422,
20100511,18.053065762740214,
20100512,19.174466261221816,
20100513,20.15339202055996,
20100514,21.323305060285012,
20100517,22.285737104214824,
