trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,16.764552585110444,,,,
20100118,29.492213591504097,,,,
20100119,39.95697511727884,,,,
20100120,48.78716346599234,,,,
20100121,56.39100094672003,,,,
20100122,62.482963429414134,,,,
20100125,32.86540927383483,,,,
20100126,8.655146350597596,,,,
20100127,-10.108592938548773,,,,
20100128,9.293723969831964,,,,
20100129,25.341504486491775,,,,
20100201,2.4687453730878706,,,,
20100202,-13.467082307640878,,,,
20100203,4.580901471963449,,,,
20100204,-13.336292030451682,,,,
20100205,6.133657684122114,,,,
20100208,22.75394067059745,,,,
20100209,35.83515846698691,,,,
20100210,47.021150372157585,,,,
20100211,55.88651083256512,,,,
20100212,62.696194138732814,,,,
20100222,68.05860146487329,,,,
20100223,72.02708349621798,,,,
20100224,75.18292743056155,,,,
20100225,77.50283534127797,,,,
20100226,80.0069656880258,,,,
20100301,82.06283829401596,,,,
20100302,83.27033140059022,,,,
20100303,51.33337956483294,,,,
20100304,25.172825153220085,,,,
20100305,3.9808722942855317,,,,
20100308,19.72166260729573,,,,
20100309,37.75893503923555,,,,
20100310,52.641617932984005,,,,
20100311,67.40028034574537,,,,
20100312,79.56006510548694,,,,
20100315,89.65592159149868,,,,
20100316,93.17976824183224,,,,
20100317,96.30453539240841,,,,
20100318,98.7724744879362,,,,
20100319,102.15107706310722,,,,
20100322,106.14042271995844,,,,
20100323,63.87109459640388,,,,
20100324,29.222792538298343,,,,
20100325,-0.48021720975596144,,,,
20100326,-24.729486083525792,,,,
20100329,-44.61767336028662,,,,
20100330,-61.74480760881707,,,,
20100331,-75.92560871909976,,,,
20100401,-87.53192573048001,,,,
20100402,-96.9754968069644,,,,
20100406,-54.312805743611726,,,,
20100407,-19.477360673619838,,,,
20100408,8.001617680646463,,,,
20100409,30.118937144580915,,,,
20100412,48.14384513014871,,,,
20100413,62.92594656048062,,,,
20100414,83.85736691925358,,,,
20100415,99.84669998800527,,,,
