trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,0.0,,,,
20100118,0.0,,,,
20100119,0.0,,,,
20100120,0.0,,,,
20100121,0.0,,,,
20100122,0.0,,,,
20100125,0.0,,,,
20100126,0.0,,,,
20100127,0.0,,,,
20100128,0.0,,,,
20100129,0.0,,,,
20100201,0.0,,,,
20100202,0.0,,,,
20100203,0.0,,,,
20100204,0.0,,,,
20100205,0.0,,,,
20100208,0.0,,,,
20100209,0.0,,,,
20100210,0.0,,,,
20100211,0.0,,,,
20100212,0.0,,,,
20100222,0.0,,,,
20100223,0.0,,,,
20100224,0.0,,,,
20100225,0.0,,,,
20100226,0.0,,,,
20100301,0.0,,,,
20100302,0.0,,,,
20100303,0.0,,,,
20100304,0.0,,,,
20100305,0.0,,,,
20100308,0.0,,,,
20100309,0.0,,,,
20100310,0.0,,,,
20100311,0.0,,,,
20100312,0.0,,,,
20100315,0.0,,,,
20100316,0.0,,,,
20100317,0.0,,,,
20100318,0.0,,,,
20100319,0.0,,,,
20100322,-21.35811456014373,,,,
20100323,-33.31829812579604,,,,
20100324,-49.88983428285553,,,,
20100325,-70.98932591692797,,,,
20100326,-77.64229622346788,,,,
20100329,-90.36665757664255,,,,
20100330,-93.42869631971617,,,,
20100331,-90.05495826111783,,,,
20100401,-81.35867391482844,,,,
20100402,-78.60702933628453,,,,
20100406,-81.6493101291567,,,,
20100407,-89.41117238557223,,,,
20100408,-90.1166688421135,,,,
20100409,-95.5817525002783,,,,
20100412,-106.26534951624704,,,,
20100413,-122.69182491253027,,,,
20100414,-139.51876860602854,,,,
20100415,-140.37406888711126,,,,
20100416,-152.40644158615058,,,,
20100419,-142.4884584979267,,,,
20100420,-143.1673503207279,,,,
20100421,-134.33479652784436,,,,
20100422,-118.9358318045179,,,,
20100423,-113.33901611008989,,,,
20100426,-100.15213103237402,,,,
20100427,-78.12965082910175,,,,
20100428,-49.33548460114123,,,,
20100429,-14.881503379435662,,,,
