trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,0.0,,,,
20100118,0.0,,,,
20100119,0.0,,,,
20100120,0.0,,,,
20100121,0.0,,,,
20100122,0.0,,,,
20100125,0.0,,,,
20100126,0.0,,,,
20100127,0.0,,,,
20100128,0.0,,,,
20100129,0.0,,,,
20100201,0.0,,,,
20100202,0.0,,,,
20100203,0.0,,,,
20100204,0.0,,,,
20100205,0.0,,,,
20100208,0.0,,,,
20100209,0.0,,,,
20100210,0.0,,,,
20100211,0.0,,,,
20100212,0.0,,,,
20100222,0.0,,,,
20100223,0.0,,,,
20100224,0.0,,,,
20100225,0.0,,,,
20100226,0.0,,,,
20100301,0.0,,,,
20100302,0.0,,,,
20100303,0.0,,,,
20100304,0.0,,,,
20100305,0.0,,,,
20100308,0.0,,,,
20100309,0.0,,,,
20100310,0.0,,,,
20100311,0.0,,,,
20100312,0.0,,,,
20100315,0.0,,,,
20100316,0.0,,,,
20100317,0.0,,,,
20100318,0.0,,,,
20100319,0.0,,,,
20100322,0.0,,,,
20100323,0.0,,,,
20100324,0.0,,,,
20100325,0.0,,,,
20100326,0.0,,,,
20100329,0.0,,,,
20100330,0.0,,,,
20100331,0.0,,,,
20100401,0.0,,,,
20100402,0.0,,,,
20100406,22.100891610548505,,,,
20100407,40.27415309090317,,,,
20100408,53.365607807863555,,,,
20100409,65.8714618165097,,,,
20100412,76.70375624729492,,,,
20100413,84.93076599020942,,,,
20100414,99.65215919851063,,,,
20100415,111.72281742264323,,,,
20100416,122.67159323723295,,,,
20100419,125.49793821036013,,,,
20100420,127.49564639025084,,,,
20100421,129.46261634759443,,,,
20100422,131.4712180307525,,,,
20100423,133.62415191453323,,,,
20100426,136.3549234559783,,,,
20100427,136.52834226462565,,,,
20100428,133.13234413316286,,,,
20100429,129.52478783495957,,,,
20100430,126.23314149432277,,,,
20100504,123.8715998128339,,,,
20100505,122.57164452036871,,,,
20100506,78.19416294274693,,,,
