trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.29734780460108984,,,,,
20100201,0.5540576304848063,,,,,
20100202,0.7762313025437502,,,,,
20100203,0.9081512682499004,,,,,
20100204,1.012172028807509,,,,,
20100205,1.1018428785284877,,,,,
20100208,1.1825928231695177,,,,,
20100209,1.2392535374124931,,,,,
20100210,1.272025110776909,,,,,
20100211,1.2858375533894482,,,,,
20100212,1.2836268005968574,,,,,
20100222,1.2820953080517485,,,,,
20100223,1.282979964167504,,,,,
20100224,1.2866600450908683,,,,,
20100225,1.292079393174865,,,,,
20100226,1.2933858644772513,,,,,
20100301,1.2917767079283167,,,,,
20100302,1.2943648254931912,,,,,
20100303,1.2926449090439975,,,,,
20100304,1.2984147846000929,,,,,
20100305,1.3198541255577012,,,,,
20100308,1.316954886891645,,,,,
20100309,1.3090204801169858,,,,,
20100310,1.3162317949622886,,,,,
20100311,1.3234855395627005,,,,,
20100312,1.3356446447981838,,,,,
20100315,1.3387598009489754,,,,,
20100316,1.3422761969027035,,,,,
20100317,1.3403187114814594,,,,,
20100318,1.341059236694208,,,,,
20100319,1.3385532661735016,,,,,
20100322,1.3292597704599618,,,,,
20100323,1.324180676400176,,,,,
20100324,1.32480313990839,,,,,
20100325,1.321097615604092,,,,,
20100326,1.3168843452124737,,,,,
20100329,1.300142383415114,,,,,
20100330,1.3059981868148878,,,,,
20100331,1.3107012398041642,,,,,
20100401,1.3052191949916458,,,,,
20100402,1.2994107650286704,,,,,
20100406,1.3068353039026348,,,,,
20100407,1.3148388933135673,,,,,
20100408,1.3190142147567725,,,,,
20100409,1.3246869209683234,,,,,
20100412,1.3304044425130248,,,,,
