trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.0,,,,,
20100201,0.0,,,,,
20100202,0.0,,,,,
20100203,0.0,,,,,
20100204,0.0,,,,,
20100205,0.0,,,,,
20100208,0.0,,,,,
20100209,0.0,,,,,
20100210,0.0,,,,,
20100211,0.0,,,,,
20100212,0.0,,,,,
20100222,0.0,,,,,
20100223,0.0,,,,,
20100224,0.0,,,,,
20100225,0.0,,,,,
20100226,0.0,,,,,
20100301,0.0,,,,,
20100302,0.0,,,,,
20100303,0.0,,,,,
20100304,0.0,,,,,
20100305,0.0,,,,,
20100308,-3.0074369492956428,,,,,
20100309,-5.0737274417744,,,,,
20100310,-7.251382186163877,,,,,
20100311,-8.406188542287671,,,,,
20100312,-10.516450300360482,,,,,
20100315,-11.053085868097762,,,,,
20100316,-12.035536354732844,,,,,
20100317,-13.304128307902605,,,,,
20100318,-13.6895058672354,,,,,
20100319,-14.52783817095363,,,,,
20100322,-14.53091196666433,,,,,
20100323,-14.143586105591785,,,,,
20100324,-13.945768861258989,,,,,
20100325,-13.870498215640449,,,,,
20100326,-13.988880637685039,,,,,
20100329,-14.309674901846904,,,,,
20100330,-15.673165176405671,,,,,
20100331,-16.42195510769907,,,,,
20100401,-16.415103240063512,,,,,
20100402,-14.032421724623442,,,,,
20100406,-13.03261126396657,,,,,
20100407,-12.588369822972016,,,,,
20100408,-15.475098710538255,,,,,
20100409,-19.324715289029452,,,,,
20100412,-23.187578035406247,,,,,
20100413,-26.478854628232572,,,,,
20100414,-29.093325558099224,,,,,
20100415,-31.150244815165873,,,,,
20100416,-33.28046915590137,,,,,
20100419,-35.280138116947754,,,,,
