trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.0,,,,,
20100201,0.0,,,,,
20100202,0.0,,,,,
20100203,0.0,,,,,
20100204,0.0,,,,,
20100205,0.0,,,,,
20100208,0.0,,,,,
20100209,0.0,,,,,
20100210,0.0,,,,,
20100211,0.0,,,,,
20100212,0.0,,,,,
20100222,0.0,,,,,
20100223,0.0,,,,,
20100224,0.0,,,,,
20100225,0.0,,,,,
20100226,0.0,,,,,
20100301,0.0,,,,,
20100302,0.0,,,,,
20100303,0.0,,,,,
20100304,0.0,,,,,
20100305,0.0,,,,,
20100308,0.0,,,,,
20100309,0.0,,,,,
20100310,0.0,,,,,
20100311,0.0,,,,,
20100312,0.0,,,,,
20100315,0.0,,,,,
20100316,0.0,,,,,
20100317,0.0,,,,,
20100318,0.0,,,,,
20100319,-9.398034491247259,,,,,
20100322,-17.25870944737831,,,,,
20100323,-23.692827959390787,,,,,
20100324,-29.225294397027948,,,,,
20100325,-33.77363432173713,,,,,
20100326,-37.403265164016766,,,,,
20100329,-40.41243187361075,,,,,
20100330,-44.31035346869973,,,,,
20100331,-47.514046528333324,,,,,
20100401,-49.63559041509917,,,,,
20100402,-51.4877656185204,,,,,
20100406,-54.246808316124074,,,,,
20100407,-56.595839156373145,,,,,
20100408,-57.93423194310814,,,,,
20100409,-59.7868800699412,,,,,
20100412,-61.3719262661763,,,,,
20100413,-64.19092244187581,,,,,
20100414,-66.5715733405583,,,,,
20100415,-69.19996429608368,,,,,
20100416,-41.2917633148266,,,,,
20100419,-22.339137542291255,,,,,
20100420,-6.56311316986929,,,,,
20100421,6.3500444898537705,,,,,
20100422,16.95982809443565,,,,,
