trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.0,,,,,
20100201,0.0,,,,,
20100202,0.0,,,,,
20100203,0.0,,,,,
20100204,0.0,,,,,
20100205,0.0,,,,,
20100208,0.0,,,,,
20100209,0.0,,,,,
20100210,0.0,,,,,
20100211,0.0,,,,,
20100212,0.0,,,,,
20100222,0.0,,,,,
20100223,0.0,,,,,
20100224,0.0,,,,,
20100225,0.0,,,,,
20100226,0.0,,,,,
20100301,0.0,,,,,
20100302,0.0,,,,,
20100303,0.0,,,,,
20100304,0.0,,,,,
20100305,0.0,,,,,
20100308,0.0,,,,,
20100309,0.0,,,,,
20100310,0.0,,,,,
20100311,0.0,,,,,
20100312,0.0,,,,,
20100315,0.0,,,,,
20100316,0.0,,,,,
20100317,0.0,,,,,
20100318,0.0,,,,,
20100319,0.0,,,,,
20100322,3.142691879362208e-07,,,,,
20100323,5.683973821996159e-07,,,,,
20100324,7.859102671187223e-07,,,,,
20100325,9.647751242864194e-07,,,,,
20100326,1.1058938567585811e-06,,,,,
20100329,1.2162446620867105e-06,,,,,
20100330,1.3468906541952501e-06,,,,,
20100331,1.427317452399954e-06,,,,,
20100401,1.4805345393257723e-06,,,,,
20100402,1.5250946137917245e-06,,,,,
20100406,1.598601009681046e-06,,,,,
20100407,1.6517099238787538e-06,,,,,
20100408,1.6857753825103878e-06,,,,,
20100409,1.7407866987254811e-06,,,,,
20100412,1.7729884999138646e-06,,,,,
20100413,1.8454229967650854e-06,,,,,
20100414,1.8997137967413193e-06,,,,,
20100415,1.9620916680440238e-06,,,,,
20100416,1.9992189866974977e-06,,,,,
20100419,1.9403048667836346e-06,,,,,
