trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.0,,,,,
20100201,0.0,,,,,
20100202,0.0,,,,,
20100203,0.0,,,,,
20100204,0.0,,,,,
20100205,0.0,,,,,
20100208,0.0,,,,,
20100209,0.0,,,,,
20100210,0.0,,,,,
20100211,0.0,,,,,
20100212,0.0,,,,,
20100222,0.0,,,,,
20100223,0.0,,,,,
20100224,0.0,,,,,
20100225,0.0,,,,,
20100226,0.0,,,,,
20100301,0.0,,,,,
20100302,0.0,,,,,
20100303,0.0,,,,,
20100304,0.0,,,,,
20100305,0.0,,,,,
20100308,0.0,,,,,
20100309,0.0,,,,,
20100310,0.0,,,,,
20100311,0.0,,,,,
20100312,0.0,,,,,
20100315,0.0,,,,,
20100316,0.0,,,,,
20100317,0.0,,,,,
20100318,0.0,,,,,
20100319,0.0,,,,,
20100322,1.611661039262892,,,,,
20100323,2.711130016608217,,,,,
20100324,3.6973882773306093,,,,,
20100325,4.521377299228774,,,,,
20100326,4.325800274456,,,,,
20100329,3.7498825024727163,,,,,
20100330,2.927285503997121,,,,,
20100331,-0.054886839101261346,,,,,
20100401,-1.3354986760128922,,,,,
20100402,-2.5997950205423295,,,,,
20100406,-3.6000533639055274,,,,,
20100407,-5.345221212480549,,,,,
20100408,-5.140218318736299,,,,,
20100409,-4.814096650465267,,,,,
20100412,-6.918604346479267,,,,,
20100413,-8.509166387723132,,,,,
20100414,-13.472261452891637,,,,,
20100415,-17.83426496909842,,,,,
20100416,-23.746207738108733,,,,,
20100419,-24.949033977201864,,,,,
20100420,-26.12735086681865,,,,,
20100421,-27.66116255267462,,,,,
20100422,-25.840888468790922,,,,,
