trade_date,CU.SHF,AL.SHF
20100104,0.0,0.0
20100105,0.0,0.0
20100106,-0.0,-0.0
20100107,-0.0,-0.0
20100108,-0.0,-0.0
20100111,-0.0,-0.0
20100112,-0.0,-0.0
20100113,-0.0,-0.0
20100114,-0.0,-0.0
20100115,-0.0,-0.0
20100118,-0.18757032053409983,-0.22073806172767715
20100119,-0.37468861653487684,-0.2667455145636326
20100120,-0.13289501189692146,0.1268072252539862
20100121,-0.029136578987088137,0.27541220174591236
20100122,0.270977098425108,0.4285070739235628
20100125,0.686268844575198,0.830771791155884
20100126,1.077596638593737,1.2685198963128037
20100127,0.9553214387980055,1.2272330806838196
20100128,1.4047458500372192,1.5852025194152515
20100129,2.0237572257911047,2.0254824428739395
20100201,2.778480178824163,2.3289622469919813
20100202,3.5553261486112033,2.612139282372654
20100203,3.7397175246813408,2.537845558762229
20100204,4.130342070090406,2.6193859323446045
20100205,4.4738484740916915,2.615585439483345
20100208,4.790317496705015,2.7658427412405486
20100209,4.826170285649244,2.6491194818885555
20100210,4.657935382899708,2.5375677135469465
20100211,4.126572587108202,1.9409414180536275
20100212,3.244784419090536,1.0813209736205802
20100222,2.0213220346300322,0.4263911390505106
20100223,1.0067012772383919,-0.11635004847629453
20100224,0.5125450952985843,-0.15629781548048385
20100225,-0.12585746052520982,-0.3616203994559254
20100226,-1.0176315970554075,-0.6475727144713282
20100301,-1.9380852065679157,-0.9526237623978605
20100302,-2.355090396067642,-0.8442439389403928
20100303,-2.549432069354215,-0.742248359239476
20100304,-2.6014319483260855,-0.649624494070974
20100305,-2.587265624250777,-0.4561463556554137
20100308,-2.323647929895916,-0.32784892656628994
20100309,-2.066842030689587,-0.04607317006152508
20100310,-2.0176621234303482,-0.15058784027066363
20100311,-1.8448896033840507,-0.03702304973622586
20100312,-1.7458759557627024,-0.09376052700926372
20100315,-1.0588883929824588,0.2954230144261633
20100316,-0.8076418295027663,0.22922835515231138
20100317,-0.7373204212962136,0.193800124849723
20100318,-0.6238907989348288,0.3355040799838594
20100319,-0.5678059998031032,0.3233349641519468
20100322,-0.2530747746500445,0.7384625631009845
20100323,-0.07663177806110065,1.002728356870609
20100324,0.18189119336502657,1.4952862972115852
20100325,0.14691746887405832,1.8744877319522235
20100326,0.014000699313115546,1.9556995051296908
20100329,-0.7464940925624395,1.6550608285901827
20100330,-1.3385899119061688,1.4014228517904608
20100331,-1.3968135625096494,1.4826883378842366
20100401,-1.783133313042053,1.2473198851200824
20100402,-2.064913627542517,1.2105263862034055
20100406,-2.540040997789187,0.8054946127331104
20100407,-2.866241990034838,0.40236370456653386
20100408,-2.9315412010432644,0.20958517406145577
20100409,-3.219958740943925,-0.2939200620543057
20100412,-3.2452757352304973,-0.7070011329635617
20100413,-2.7492108228698013,-0.9321311403519595
20100414,-2.3808836188974123,-1.1719193355331108
20100415,-2.2087588340839845,-1.4645276768782387
20100416,-1.760484993636307,-1.5066346828261603
