trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,0.0,,,,
20100118,0.0,,,,
20100119,0.0,,,,
20100120,0.0,,,,
20100121,0.0,,,,
20100122,0.0,,,,
20100125,0.0,,,,
20100126,0.0,,,,
20100127,0.0,,,,
20100128,0.0,,,,
20100129,0.0,,,,
20100201,0.0,,,,
20100202,0.0,,,,
20100203,0.0,,,,
20100204,0.0,,,,
20100205,0.0,,,,
20100208,0.0,,,,
20100209,0.0,,,,
20100210,0.0,,,,
20100211,0.0,,,,
20100212,0.0,,,,
20100222,0.0,,,,
20100223,0.0,,,,
20100224,0.0,,,,
20100225,0.0,,,,
20100226,0.0,,,,
20100301,0.0,,,,
20100302,0.0,,,,
20100303,0.0,,,,
20100304,0.0,,,,
20100305,16.612841602847283,,,,
20100308,30.055993106050504,,,,
20100309,46.2136825173891,,,,
20100310,59.558727734141,,,,
20100311,73.05945880874152,,,,
20100312,84.19011794796414,,,,
20100315,93.44402342503447,,,,
20100316,96.27904180661638,,,,
20100317,98.84024946091392,,,,
20100318,100.84711267641154,,,,
20100319,103.84848356822161,,,,
20100322,107.52919329945662,,,,
20100323,110.94779467683364,,,,
20100324,113.8097023601355,,,,
20100325,117.50603962408655,,,,
20100326,120.47737459404658,,,,
20100329,122.95651236495476,,,,
20100330,125.8399920622349,,,,
20100331,128.36696978949263,,,,
20100401,130.4383911351111,,,,
20100402,132.08071790482444,,,,
20100406,133.09652405974987,,,,
20100407,133.85734442520965,,,,
20100408,133.45715086581478,,,,
20100409,132.76428326766174,,,,
20100412,132.12634072131365,,,,
20100413,131.63885711408759,,,,
20100414,140.0769939742656,,,,
20100415,145.8445585720514,,,,
20100416,151.62645792182084,,,,
20100419,97.8876875589691,,,,
20100420,106.08645900921238,,,,
20100421,113.1229296446795,,,,
20100422,119.37441257623263,,,,
20100423,124.7242060856092,,,,
20100426,129.0939614849781,,,,
20100427,131.25769452471621,,,,
20100428,130.33518336917484,,,,
