trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,0.0,,,,
20100118,0.0,,,,
20100119,0.0,,,,
20100120,0.0,,,,
20100121,0.0,,,,
20100122,0.0,,,,
20100125,0.0,,,,
20100126,0.0,,,,
20100127,0.0,,,,
20100128,0.0,,,,
20100129,0.0,,,,
20100201,0.0,,,,
20100202,0.0,,,,
20100203,0.0,,,,
20100204,0.0,,,,
20100205,0.0,,,,
20100208,0.0,,,,
20100209,0.0,,,,
20100210,0.0,,,,
20100211,0.0,,,,
20100212,0.0,,,,
20100222,0.0,,,,
20100223,0.0,,,,
20100224,0.0,,,,
20100225,0.0,,,,
20100226,0.0,,,,
20100301,0.0,,,,
20100302,0.0,,,,
20100303,0.0,,,,
20100304,0.0,,,,
20100305,0.0,,,,
20100308,0.0,,,,
20100309,0.0,,,,
20100310,0.0,,,,
20100311,0.0,,,,
20100312,0.0,,,,
20100315,0.0,,,,
20100316,0.0,,,,
20100317,0.0,,,,
20100318,0.0,,,,
20100319,0.0,,,,
20100322,0.0,,,,
20100323,0.0,,,,
20100324,0.0,,,,
20100325,0.0,,,,
20100326,0.0,,,,
20100329,0.0,,,,
20100330,0.0,,,,
20100331,0.0,,,,
20100401,0.0,,,,
20100402,-25.35860697668952,,,,
20100406,4.282737462150619,,,,
20100407,28.464384526517627,,,,
20100408,47.22663984398608,,,,
20100409,62.21210891962628,,,,
20100412,74.40187590216624,,,,
20100413,84.40977729271849,,,,
20100414,101.43503815670078,,,,
20100415,114.22842534213797,,,,
20100416,125.75872087882178,,,,
20100419,129.0637625952685,,,,
20100420,131.59415126954778,,,,
20100421,133.99285599629766,,,,
20100422,136.4498044007409,,,,
20100423,138.6949795658476,,,,
20100426,140.52459322863385,,,,
20100427,140.61002884879193,,,,
20100428,137.9870927760456,,,,
20100429,135.83895853950543,,,,
20100430,132.64915601691095,,,,
20100504,130.09875247459522,,,,
20100505,128.7524027569328,,,,
20100506,128.01770135013203,,,,
