trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,0.0,,,,
20100118,0.0,,,,
20100119,0.0,,,,
20100120,0.0,,,,
20100121,0.0,,,,
20100122,0.0,,,,
20100125,0.0,,,,
20100126,0.0,,,,
20100127,0.0,,,,
20100128,0.0,,,,
20100129,0.0,,,,
20100201,0.0,,,,
20100202,0.0,,,,
20100203,0.0,,,,
20100204,0.0,,,,
20100205,0.0,,,,
20100208,0.0,,,,
20100209,0.0,,,,
20100210,0.0,,,,
20100211,0.0,,,,
20100212,0.0,,,,
20100222,0.0,,,,
20100223,0.0,,,,
20100224,0.0,,,,
20100225,0.0,,,,
20100226,0.0,,,,
20100301,0.0,,,,
20100302,0.0,,,,
20100303,0.0,,,,
20100304,0.0,,,,
20100305,0.0,,,,
20100308,0.0,,,,
20100309,0.0,,,,
20100310,0.0,,,,
20100311,0.0,,,,
20100312,0.0,,,,
20100315,0.0,,,,
20100316,0.0,,,,
20100317,0.0,,,,
20100318,0.0,,,,
20100319,0.0,,,,
20100322,0.0,,,,
20100323,0.0,,,,
20100324,0.0,,,,
20100325,0.0,,,,
20100326,0.0,,,,
20100329,0.0,,,,
20100330,0.0,,,,
20100331,0.0,,,,
20100401,0.0,,,,
20100402,-2.306555516875475,,,,
20100406,-4.1307191596512185,,,,
20100407,-5.614274421810113,,,,
20100408,-6.749406633415961,,,,
20100409,-6.905007908980926,,,,
20100412,-7.050078265040403,,,,
20100413,-7.342773823307131,,,,
20100414,-8.17361074014449,,,,
20100415,-8.260292855176134,,,,
20100416,-8.382692991312663,,,,
20100419,-8.307801134026064,,,,
20100420,-8.258074709648575,,,,
20100421,-8.236178656992747,,,,
20100422,-8.251307323573984,,,,
20100423,-8.310435842159535,,,,
20100426,-8.135155771792922,,,,
20100427,-8.046422911636046,,,,
20100428,-8.170889359043601,,,,
20100429,-8.428918196013747,,,,
20100430,-8.408720586597532,,,,
20100504,-8.376928354448507,,,,
