trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,0.0,,,,
20100107,0.0,,,,
20100108,0.0,,,,
20100111,0.0,,,,
20100112,0.0,,,,
20100113,0.0,,,,
20100114,0.0,,,,
20100115,0.0,,,,
20100118,0.0,,,,
20100119,0.0,,,,
20100120,0.0,,,,
20100121,0.0,,,,
20100122,0.0,,,,
20100125,0.0,,,,
20100126,0.0,,,,
20100127,0.0,,,,
20100128,0.0,,,,
20100129,0.0,,,,
20100201,0.0,,,,
20100202,0.0,,,,
20100203,0.0,,,,
20100204,0.0,,,,
20100205,0.0,,,,
20100208,0.0,,,,
20100209,0.0,,,,
20100210,0.0,,,,
20100211,0.0,,,,
20100212,0.0,,,,
20100222,0.0,,,,
20100223,0.0,,,,
20100224,0.0,,,,
20100225,0.0,,,,
20100226,0.0,,,,
20100301,0.0,,,,
20100302,0.0,,,,
20100303,0.0,,,,
20100304,0.0,,,,
20100305,0.0,,,,
20100308,0.0,,,,
20100309,0.0,,,,
20100310,0.0,,,,
20100311,0.0,,,,
20100312,0.0,,,,
20100315,0.0,,,,
20100316,0.0,,,,
20100317,0.0,,,,
20100318,0.0,,,,
20100319,0.0,,,,
20100322,0.0,,,,
20100323,0.0,,,,
20100324,0.0,,,,
20100325,0.0,,,,
20100326,0.0,,,,
20100329,0.0,,,,
20100330,0.0,,,,
20100331,0.0,,,,
20100401,0.0,,,,
20100402,0.0,,,,
20100406,-0.02879727881082323,,,,
20100407,-0.0515166753811524,,,,
20100408,-0.07464940039738303,,,,
20100409,-0.0764775479429773,,,,
20100412,-0.07360210502671545,,,,
20100413,-0.06834351196457575,,,,
20100414,-0.07397122411830988,,,,
20100415,-0.09142165316879564,,,,
20100416,-0.09822496292399557,,,,
20100419,-0.09698584195732829,,,,
20100420,-0.10578975825515535,,,,
20100421,-0.10994664034035201,,,,
20100422,-0.11057761953814035,,,,
20100423,-0.11467096029641034,,,,
20100426,-0.12218174358647457,,,,
20100427,-0.13016261101960042,,,,
20100428,-0.12900349824428012,,,,
20100429,-0.13223900462126684,,,,
20100430,-0.13862285576239156,,,,
20100504,-0.1412409520111501,,,,
