trade_date,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100104,0.0,,,,
20100105,0.0,,,,
20100106,2393.3710867185514,,,,
20100107,732.3638079849954,,,,
20100108,-255.5036358778066,,,,
20100111,-661.3472307758037,,,,
20100112,-886.4385926733903,,,,
20100113,-1242.5996758843407,,,,
20100114,-1535.3272442699201,,,,
20100115,-1907.3262102837223,,,,
20100118,-2124.0863180293436,,,,
20100119,-2247.4052551976074,,,,
20100120,-2313.296632917582,,,,
20100121,-2324.248402343629,,,,
20100122,-2431.9166688428754,,,,
20100125,-2545.6278021548014,,,,
20100126,-2619.8213599822975,,,,
20100127,-2406.330050457748,,,,
20100128,-2110.76836015046,,,,
20100129,-1727.8000164357984,,,,
20100201,-1310.4735749944198,,,,
20100202,-1282.8509237550993,,,,
20100203,-1317.2720120162671,,,,
20100204,-1539.5122222948546,,,,
20100205,-1751.210893483434,,,,
20100208,-1812.8132195846438,,,,
20100209,-1619.0550872089625,,,,
20100210,-1142.9182539686797,,,,
20100211,-453.23261403396384,,,,
20100212,460.30481836200863,,,,
20100222,1217.0140007059763,,,,
20100223,1908.75342983067,,,,
20100224,2389.006946681439,,,,
20100225,2557.4734228576635,,,,
20100226,2582.974647656809,,,,
20100301,2494.2638944756454,,,,
20100302,2184.063422069813,,,,
20100303,1775.0065380262906,,,,
20100304,1363.4762738787601,,,,
20100305,1090.4206573729061,,,,
20100308,982.603368365522,,,,
20100309,1054.1850778504293,,,,
20100310,1233.7206163449691,,,,
20100311,1498.4361543463233,,,,
20100312,1760.788171104022,,,,
20100315,1984.2465292224424,,,,
20100316,2423.5607847297847,,,,
20100317,2881.7960012097337,,,,
20100318,3135.604126149914,,,,
20100319,3341.1114278193595,,,,
20100322,3489.976660672492,,,,
20100323,3421.998688932985,,,,
20100324,3330.9133968654473,,,,
20100325,3275.8808594541274,,,,
20100326,3149.0848960773915,,,,
20100329,3010.1472021907,,,,
20100330,2632.4898622549304,,,,
20100331,2106.8924805224237,,,,
20100401,1528.4452250915465,,,,
20100402,1101.6685305699157,,,,
20100406,923.0941141553327,,,,
20100407,934.9690238363704,,,,
20100408,846.7885509336402,,,,
20100409,840.0603011208276,,,,
