trade_date,"{'fast_n': 5, 'slow_n': 20}","{'fast_n': 10, 'slow_n': 40}","{'fast_n': 10, 'slow_n': 60}","{'fast_n': 20, 'slow_n': 40}","{'fast_n': 20, 'slow_n': 60}","{'fast_n': 30, 'slow_n': 60}"
20100104,0.0,0.0,0.0,0.0,0.0,0.0
20100105,0.0,0.0,0.0,0.0,0.0,0.0
20100106,0.0,0.0,0.0,0.0,0.0,0.0
20100107,0.0,0.0,0.0,0.0,0.0,0.0
20100108,0.0,0.0,0.0,0.0,0.0,0.0
20100111,0.0,0.0,0.0,0.0,0.0,0.0
20100112,0.0,0.0,0.0,0.0,0.0,0.0
20100113,0.0,0.0,0.0,0.0,0.0,0.0
20100114,0.0,0.0,0.0,0.0,0.0,0.0
20100115,0.0,0.0,0.0,0.0,0.0,0.0
20100118,0.0,0.0,0.0,0.0,0.0,0.0
20100119,0.0,0.0,0.0,0.0,0.0,0.0
20100120,0.0,0.0,0.0,0.0,0.0,0.0
20100121,0.0,0.0,0.0,0.0,0.0,0.0
20100122,0.0,0.0,0.0,0.0,0.0,0.0
20100125,0.0,0.0,0.0,0.0,0.0,0.0
20100126,0.0,0.0,0.0,0.0,0.0,0.0
20100127,0.0,0.0,0.0,0.0,0.0,0.0
20100128,0.0,0.0,0.0,0.0,0.0,0.0
20100129,0.0,0.0,0.0,0.0,0.0,0.0
20100201,0.0005651667450014907,0.0,0.0,0.0,0.0,0.0
20100202,0.025994191364170572,0.0,0.0,0.0,0.0,0.0
20100203,-0.005211212873752208,0.0,0.0,0.0,0.0,0.0
20100204,0.019077245916219447,0.0,0.0,0.0,0.0,0.0
20100205,0.002175516540888329,0.0,0.0,0.0,0.0,0.0
20100208,-0.008715336564852117,0.0,0.0,0.0,0.0,0.0
20100209,-0.014370148843648052,0.0,0.0,0.0,0.0,0.0
20100210,-0.022710503634486325,0.0,0.0,0.0,0.0,0.0
20100211,-0.017798064560175044,0.0,0.0,0.0,0.0,0.0
20100212,-0.035656055461756625,0.0,0.0,0.0,0.0,0.0
20100222,0.024931290148588844,0.0,0.0,0.0,0.0,0.0
20100223,-0.017366797543111503,0.0,0.0,0.0,0.0,0.0
20100224,0.010365128521687856,0.0,0.0,0.0,0.0,0.0
20100225,0.011588248513893456,0.0,0.0,0.0,0.0,0.0
