,FU.SHF,SC.INE,LU.INE,BU.SHF,RU.SHF,SP.SHF,L.DCE,V.DCE,PP.DCE,EG.DCE,EB.DCE,PG.DCE,BZ.DCE,TA.ZCE,MA.ZCE,FG.ZCE,SA.ZCE,PF.ZCE,PX.ZCE,SH.ZCE,PL.ZCE
20100324,-33.0313870939447,0.0,0.0,0.0,-10.055213461525787,0.0,-14.657571272837313,-27.341072829735523,0.0,0.0,0.0,0.0,0.0,-20.759843008369224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100325,-35.123709588539974,0.0,0.0,0.0,-10.138169016053597,0.0,-14.591277139546834,-27.476659912798137,0.0,0.0,0.0,0.0,0.0,-20.899097473675955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100326,-36.813435814045874,0.0,0.0,0.0,-10.04595781261537,0.0,-14.6022600543429,-27.73485230607035,0.0,0.0,0.0,0.0,0.0,-21.163342134010573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100329,-37.9807622382143,0.0,0.0,0.0,-9.969037440500085,0.0,-14.60887254321668,-27.88940228391499,0.0,0.0,0.0,0.0,0.0,-21.276883339619676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100330,-39.13411594087069,0.0,0.0,0.0,-9.908131916230705,0.0,-14.601416405947447,-28.006453340596835,0.0,0.0,0.0,0.0,0.0,-21.33186699032788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100331,-40.747680295105575,0.0,0.0,0.0,-10.01675018491723,0.0,-14.728601726175969,-27.93531004995007,0.0,0.0,0.0,0.0,0.0,-21.5082734466232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100401,-42.03554019929883,0.0,0.0,0.0,-10.072550769627483,0.0,-14.822338339518698,-27.722884443828576,0.0,0.0,0.0,0.0,0.0,-21.62266121106702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100402,-42.698012325832735,0.0,0.0,0.0,-10.19517878809188,0.0,-14.953022307715038,-27.83539373348348,0.0,0.0,0.0,0.0,0.0,-21.768010413380185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100406,-43.162133001007426,0.0,0.0,0.0,-10.30579001162223,0.0,-14.99245981292406,-27.93790919370805,0.0,0.0,0.0,0.0,0.0,-21.910991940782466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100407,-43.312919346077656,0.0,0.0,0.0,-10.459802559158952,0.0,-14.941958404262902,-28.209710084726833,0.0,0.0,0.0,0.0,0.0,-22.25260648368753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100408,-43.407712221032945,0.0,0.0,0.0,-10.609962591544463,0.0,-14.916693051536573,-28.20573381406714,0.0,0.0,0.0,0.0,0.0,-22.5159587188093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100409,-43.24851756950368,0.0,0.0,0.0,-10.673826997783753,0.0,-14.860295495799829,-28.1875832627499,0.0,0.0,0.0,0.0,0.0,-22.646169721994003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100412,-42.99764382414684,0.0,0.0,0.0,-10.785977337874607,0.0,-14.993622926044823,-28.063364480184376,0.0,0.0,0.0,0.0,0.0,-22.876032599306445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100413,-42.82422972849515,0.0,0.0,0.0,-10.928082116043052,0.0,-15.110344685545071,-27.978197590541726,0.0,0.0,0.0,0.0,0.0,-23.076381361280653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100414,-42.93872407975191,0.0,0.0,0.0,-11.376266983455602,0.0,-15.982305401997893,-28.381954526813537,0.0,0.0,0.0,0.0,0.0,-24.79200156210432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100415,-43.16600071526221,0.0,0.0,0.0,-11.789875261343996,0.0,-16.65948783280918,-28.681079309582405,0.0,0.0,0.0,0.0,0.0,-26.206846104368648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100416,-45.18882157852461,0.0,0.0,0.0,-12.252277770467126,0.0,-17.901953381137535,-28.997790280696147,0.0,0.0,0.0,0.0,0.0,-28.583090009068425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100419,-47.03383993792569,0.0,0.0,0.0,-12.607596246740203,0.0,-19.140843928808277,-29.05311630645116,0.0,0.0,0.0,0.0,0.0,-30.639636593559228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100420,-46.565036037772494,0.0,0.0,0.0,-12.561988683443218,0.0,-19.26939612598121,-29.381360849310116,0.0,0.0,0.0,0.0,0.0,-30.665032704231052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100421,-46.50457899625123,0.0,0.0,0.0,-12.489491778333061,0.0,-19.286650625057405,-29.58107672416,0.0,0.0,0.0,0.0,0.0,-30.445794417394698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100422,-46.44999711159333,0.0,0.0,0.0,-12.507797441273832,0.0,-19.302426505145288,-29.615399677227085,0.0,0.0,0.0,0.0,0.0,-30.297588288933387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100423,-46.119088627116454,0.0,0.0,0.0,-12.500497592853081,0.0,-19.246673025453845,-29.519848783261267,0.0,0.0,0.0,0.0,0.0,-30.176580221133854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100426,-45.88735152177527,0.0,0.0,0.0,-12.91293021383754,0.0,-19.196426780433054,-29.407401359941826,0.0,0.0,0.0,0.0,0.0,-30.059080132253648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100427,-45.8345503940902,0.0,0.0,0.0,-13.24728240963866,0.0,-19.147993063822394,-29.425516593480783,0.0,0.0,0.0,0.0,0.0,-30.232727972739216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100428,-45.57753235217862,0.0,0.0,0.0,-13.331126523783066,0.0,-18.95438782301646,-28.92631429516845,0.0,0.0,0.0,0.0,0.0,-30.34637304437839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100429,-44.910046433482904,0.0,0.0,0.0,-13.353292748882309,0.0,-18.861131041320558,-28.686775346069243,0.0,0.0,0.0,0.0,0.0,-30.38693568473222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100430,-44.42835387137198,0.0,0.0,0.0,-13.423760356109241,0.0,-18.860373485519446,-28.716163222682923,0.0,0.0,0.0,0.0,0.0,-30.411319828374772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100504,-43.526927500539124,0.0,0.0,0.0,-13.47691978573044,0.0,-18.827541036155072,-28.698525625928493,0.0,0.0,0.0,0.0,0.0,-30.672677438854098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100505,-42.902138249335486,0.0,0.0,0.0,-13.532894370383891,0.0,-18.91153923618577,-28.690553368775078,0.0,0.0,0.0,0.0,0.0,-30.956836697089482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100506,-27.788359822282924,0.0,0.0,0.0,-13.812563787194467,0.0,-11.628098997999418,-28.83879424996536,0.0,0.0,0.0,0.0,0.0,-31.534816147347907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100507,-16.052890573614086,0.0,0.0,0.0,-14.071098982339409,0.0,-5.679138183624795,-29.237372380967052,0.0,0.0,0.0,0.0,0.0,-31.820527348780608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100510,-7.363931185305466,0.0,0.0,0.0,-14.219746583576898,0.0,-7.901019470524844,-29.441037559591194,0.0,0.0,0.0,0.0,0.0,-31.166829212207745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100511,-0.5017471463633402,0.0,0.0,0.0,-14.195854326363479,0.0,-9.702163486865135,-30.000160119820524,0.0,0.0,0.0,0.0,0.0,-30.52785017087196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100512,5.092824506019323,0.0,0.0,0.0,-14.134663676472787,0.0,-11.005467329390651,-30.180755568791785,0.0,0.0,0.0,0.0,0.0,-30.005549314727556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100513,9.666961231667727,0.0,0.0,0.0,-13.977141328108424,0.0,-5.935355562732354,-29.984144929411052,0.0,0.0,0.0,0.0,0.0,-19.729484027071116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100514,13.355139972518616,0.0,0.0,0.0,-13.85813340613255,0.0,-7.995855674842244,-29.90286818218769,0.0,0.0,0.0,0.0,0.0,-20.999723524249887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100517,16.30764047259015,0.0,0.0,0.0,-13.641365824937749,0.0,-9.593771127977334,-30.469275507519413,0.0,0.0,0.0,0.0,0.0,-21.091105049883208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100518,17.231599522998028,0.0,0.0,0.0,-13.35969066441197,0.0,-10.325528888506224,-28.623843572221784,0.0,0.0,0.0,0.0,0.0,-20.568221617510634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100519,17.984254336064787,0.0,0.0,0.0,-12.98845025059625,0.0,-10.993909491807917,-26.791421887972284,0.0,0.0,0.0,0.0,0.0,-13.545604773615786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100520,18.474286242306007,0.0,0.0,0.0,-12.763999975397505,0.0,-11.655214636929138,-25.32407292220024,0.0,0.0,0.0,0.0,0.0,-7.649477995850084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100521,18.82191749493468,0.0,0.0,0.0,-12.579737273027344,0.0,-12.06671373744829,-23.97601082850523,0.0,0.0,0.0,0.0,0.0,-2.848694155883223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100524,18.578994894452652,0.0,0.0,0.0,-12.432096933528019,0.0,-7.340609155744705,-22.884533684679184,0.0,0.0,0.0,0.0,0.0,1.015400428609228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100525,18.264515913942798,0.0,0.0,0.0,-12.170164549710083,0.0,-3.641402539942257,-21.76860327019722,0.0,0.0,0.0,0.0,0.0,4.040666523527873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100526,17.97897002744869,0.0,0.0,0.0,-11.977259095253737,0.0,-0.65381764275572,-20.838912855468386,0.0,0.0,0.0,0.0,0.0,6.249469650923576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100527,17.658063095177162,0.0,0.0,0.0,-11.788757808994983,0.0,1.7140493247056385,-20.145660398756892,0.0,0.0,0.0,0.0,0.0,7.92772624814073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100528,17.32932731527013,0.0,0.0,0.0,-11.59885202172547,0.0,3.6162234521439216,-19.501456578324532,0.0,0.0,0.0,0.0,0.0,9.086471766158823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100531,16.97673176614289,0.0,0.0,0.0,-7.539716160852955,0.0,5.174032281141907,-18.97381068338854,0.0,0.0,0.0,0.0,0.0,9.978727821575562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100601,16.77134161848584,0.0,0.0,0.0,-4.216636795556352,0.0,6.478124471816774,-18.53946977405413,0.0,0.0,0.0,0.0,0.0,10.715554267543343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100602,16.60922335826496,0.0,0.0,0.0,-1.5005719119718353,0.0,7.512919010606861,-17.94152071017894,0.0,0.0,0.0,0.0,0.0,11.290513205127837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100603,16.455382356653853,0.0,0.0,0.0,-3.129179724586724,0.0,8.31308779105086,-17.451454334986146,0.0,0.0,0.0,0.0,0.0,11.762578119772488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100604,16.288857709770223,0.0,0.0,0.0,-4.466442705523696,0.0,4.649594251641718,-17.01463908669545,0.0,0.0,0.0,0.0,0.0,12.138411206957876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100607,16.217108481474234,0.0,0.0,0.0,-5.628590372499815,0.0,1.559267343526907,-16.680871750109812,0.0,0.0,0.0,0.0,0.0,12.520639369399388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100608,15.862286419189967,0.0,0.0,0.0,-2.9276715868547463,0.0,3.292936472313467,-15.877278522493073,0.0,0.0,0.0,0.0,0.0,12.546962769493051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100609,15.438798249535623,0.0,0.0,0.0,-0.7121004117660573,0.0,4.718576042267852,-15.057532748125244,0.0,0.0,0.0,0.0,0.0,12.546362029481765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100610,15.040940681453966,0.0,0.0,0.0,1.068782323496749,0.0,5.809260434228119,-14.387755632111531,0.0,0.0,0.0,0.0,0.0,12.494435306766372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100611,14.732829126726308,0.0,0.0,0.0,2.5261289789840444,0.0,6.722632674906156,-13.842887155499522,0.0,0.0,0.0,0.0,0.0,12.444055347933839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100617,14.440191507442103,0.0,0.0,0.0,3.7354387447539192,0.0,7.444645339611952,-13.409246238805045,0.0,0.0,0.0,0.0,0.0,12.523050610997773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100618,14.439877119915186,0.0,0.0,0.0,4.825796273450466,0.0,8.291327557103026,-13.362553888978503,0.0,0.0,0.0,0.0,0.0,12.803414104670534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100621,14.451574380245978,0.0,0.0,0.0,5.851587943741994,0.0,4.61686288699938,-13.367669528529786,0.0,0.0,0.0,0.0,0.0,13.06552806261213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100622,14.465735433419766,0.0,0.0,0.0,6.6574313352174945,0.0,5.606678086641242,-13.185442016035767,0.0,0.0,0.0,0.0,0.0,13.0729369902776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100623,14.479153932448616,0.0,0.0,0.0,7.2708795979514935,0.0,6.44088412118135,-13.045231243459114,0.0,0.0,0.0,0.0,0.0,13.07880777240258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100624,14.861833913348056,0.0,0.0,0.0,7.777697218271098,0.0,7.131099000963974,-12.925137480255309,0.0,0.0,0.0,0.0,0.0,13.12488845091565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100625,15.229326820575354,0.0,0.0,0.0,8.239259904497406,0.0,7.700078291926908,-12.906449569489329,0.0,0.0,0.0,0.0,0.0,13.191716866162903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100628,15.656207663952847,0.0,0.0,0.0,8.62971017200845,0.0,8.20765630602496,-12.901685078355335,0.0,0.0,0.0,0.0,0.0,13.545828124838206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100629,16.01275049491493,0.0,0.0,0.0,8.986632372932064,0.0,8.653160837804275,-12.903876286189941,0.0,0.0,0.0,0.0,0.0,13.861964504738696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100630,16.306188801320673,0.0,0.0,0.0,9.224967882672745,0.0,8.956262105140649,-12.929850372670176,0.0,0.0,0.0,0.0,0.0,14.156376418710323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100701,16.63903265536207,0.0,0.0,0.0,9.423552814400406,0.0,9.2043782917045,-12.953226302921099,0.0,0.0,0.0,0.0,0.0,14.43445533799667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100702,16.891926460498105,0.0,0.0,0.0,9.551740334936492,0.0,9.345489684328394,-12.965197184107794,0.0,0.0,0.0,0.0,0.0,14.568765140988521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100705,17.11232859638781,0.0,0.0,0.0,9.624607166143756,0.0,9.419943633298368,-13.08501639514649,0.0,0.0,0.0,0.0,0.0,14.696944195981256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100706,17.36771371731579,0.0,0.0,0.0,9.755571466364465,0.0,9.512808986599117,-13.186296150188898,0.0,0.0,0.0,0.0,0.0,14.799678451700515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100707,17.619388403317725,0.0,0.0,0.0,9.870682599318307,0.0,9.592248209507051,-13.282223700992263,0.0,0.0,0.0,0.0,0.0,14.88576684131019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100708,17.826418221993535,0.0,0.0,0.0,9.958202942676897,0.0,9.671364000176103,-13.35164062135999,0.0,0.0,0.0,0.0,0.0,14.980200603886798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100709,19.459474215869776,0.0,0.0,0.0,10.801379651335484,0.0,10.001205663071387,-14.420019470193175,0.0,0.0,0.0,0.0,0.0,16.05216153398944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100712,21.429352074159624,0.0,0.0,0.0,11.545826032796715,0.0,10.262877114027889,-16.01882698844958,0.0,0.0,0.0,0.0,0.0,16.89899499089751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100713,23.356275949776023,0.0,0.0,0.0,11.889823399356217,0.0,10.526960555728326,-17.430777644573258,0.0,0.0,0.0,0.0,0.0,17.553667183476257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100714,24.917365200758116,0.0,0.0,0.0,12.069679118023664,0.0,10.73721013806493,-18.575406793089083,0.0,0.0,0.0,0.0,0.0,17.944603637494883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100715,26.268609807062568,0.0,0.0,0.0,12.363410856804624,0.0,10.945613884728292,-19.498002648585427,0.0,0.0,0.0,0.0,0.0,18.254463214419363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100716,27.379043440211912,0.0,0.0,0.0,12.590706170206984,0.0,11.12865591333163,-20.172951564508843,0.0,0.0,0.0,0.0,0.0,18.157456433902134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100719,28.35197939493298,0.0,0.0,0.0,12.752194555829822,0.0,11.370342872747786,-20.808831619541692,0.0,0.0,0.0,0.0,0.0,11.65120362693697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
