,dailyPnl,Precious,cumulativePnl
20100104,0.0,0.0,0.0
20100105,0.0,0.0,0.0
20100106,0.0,0.0,0.0
20100107,0.0,0.0,0.0
20100108,0.0,0.0,0.0
20100111,0.0,0.0,0.0
20100112,0.0,0.0,0.0
20100113,0.0,0.0,0.0
20100114,0.0,0.0,0.0
20100115,0.0,0.0,0.0
20100118,0.0,0.0,0.0
20100119,0.0,0.0,0.0
20100120,0.0,0.0,0.0
20100121,0.0,0.0,0.0
20100122,0.0,0.0,0.0
20100125,0.0,0.0,0.0
20100126,0.0,0.0,0.0
20100127,0.0,0.0,0.0
20100128,0.0,0.0,0.0
20100129,0.0,0.0,0.0
20100201,0.0,0.0,0.0
20100202,-1.0023567845989338,-1.0023567845989338,-1.0023567845989338
20100203,-0.47926269612717604,-0.47926269612717604,-1.4816194807261098
20100204,0.4072244200040121,0.4072244200040121,-1.0743950607220978
20100205,1.8110229594968346,1.8110229594968346,0.7366278987747368
20100208,-0.1449281076591485,-0.1449281076591485,0.5916997911155883
20100209,-0.11614548703746377,-0.11614548703746377,0.4755543040781246
20100210,-0.03197979798659359,-0.03197979798659359,0.44357450609153104
20100211,0.008399283286630966,0.008399283286630966,0.451973789378162
20100212,0.10140104265538112,0.10140104265538112,0.5533748320335431
20100222,0.4936061814466927,0.4936061814466927,1.0469810134802358
20100223,-0.10766689238855819,-0.10766689238855819,0.9393141210916776
20100224,-0.24318862632967989,-0.24318862632967989,0.6961254947619977
20100225,-0.349922451507886,-0.349922451507886,0.3462030432541117
20100226,0.56679535696094,0.56679535696094,0.9129984002150517
20100301,0.10759085364516473,0.10759085364516473,1.0205892538602164
20100302,-0.012190602667818436,-0.012190602667818436,1.008398651192398
20100303,-0.04230153142217181,-0.04230153142217181,0.966097119770226
20100304,0.03349988761734482,0.03349988761734482,0.9995970073875708
20100305,-0.014904872020419626,-0.014904872020419626,0.9846921353671512
20100308,-0.06270981736659169,-0.06270981736659169,0.9219823180005595
