trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.0,,,,,
20100201,0.0,,,,,
20100202,0.0,,,,,
20100203,0.0,,,,,
20100204,0.0,,,,,
20100205,0.0,,,,,
20100208,0.0,,,,,
20100209,0.0,,,,,
20100210,0.0,,,,,
20100211,0.0,,,,,
20100212,0.0,,,,,
20100222,0.0,,,,,
20100223,0.0,,,,,
20100224,0.0,,,,,
20100225,0.0,,,,,
20100226,0.0,,,,,
20100301,0.0,,,,,
20100302,0.0,,,,,
20100303,0.0,,,,,
20100304,0.0,,,,,
20100305,0.0,,,,,
20100308,0.0,,,,,
20100309,0.0,,,,,
20100310,0.0,,,,,
20100311,0.0,,,,,
20100312,0.0,,,,,
20100315,0.0,,,,,
20100316,0.0,,,,,
20100317,0.0,,,,,
20100318,0.0,,,,,
20100319,-0.8532836467528829,,,,,
20100322,-1.5692485853105183,,,,,
20100323,-2.1416573893776616,,,,,
20100324,-2.6149330850681562,,,,,
20100325,-3.0091620531728247,,,,,
20100326,-3.323344923725733,,,,,
20100329,-3.6279953581032554,,,,,
20100330,-4.01937757210598,,,,,
20100331,-4.151784003367012,,,,,
20100401,-4.1569674546732545,,,,,
20100402,-4.18843018300539,,,,,
20100406,-4.306366094559176,,,,,
20100407,-4.434291255798455,,,,,
20100408,-4.52774013126316,,,,,
20100409,-4.679640336047123,,,,,
20100412,-4.600132370261314,,,,,
20100413,-4.600851092614774,,,,,
20100414,-4.524456397264036,,,,,
20100415,-4.488824380705543,,,,,
20100416,-4.110805804515883,,,,,
20100419,-3.645506560964552,,,,,
20100420,-3.2831744220644805,,,,,
20100421,-3.007692939306954,,,,,
