trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,0.0,,,,,
20100107,0.0,,,,,
20100108,0.0,,,,,
20100111,0.0,,,,,
20100112,0.0,,,,,
20100113,0.0,,,,,
20100114,0.0,,,,,
20100115,0.0,,,,,
20100118,0.0,,,,,
20100119,0.0,,,,,
20100120,0.0,,,,,
20100121,0.0,,,,,
20100122,0.0,,,,,
20100125,0.0,,,,,
20100126,0.0,,,,,
20100127,0.0,,,,,
20100128,0.0,,,,,
20100129,0.0,,,,,
20100201,0.0,,,,,
20100202,0.0,,,,,
20100203,0.0,,,,,
20100204,0.0,,,,,
20100205,0.0,,,,,
20100208,0.0,,,,,
20100209,0.0,,,,,
20100210,0.0,,,,,
20100211,0.0,,,,,
20100212,6.873468574779339,,,,,
20100222,12.258919814344857,,,,,
20100223,3.2467982920076377,,,,,
20100224,-4.066214240114517,,,,,
20100225,-10.050925607354088,,,,,
20100226,-15.416331810702095,,,,,
20100301,-19.679855661170546,,,,,
20100302,-23.056961940148444,,,,,
20100303,-25.776536909526765,,,,,
20100304,-28.62152474464017,,,,,
20100305,-31.950412899667306,,,,,
20100308,-34.30264552574568,,,,,
20100309,-36.22845790093661,,,,,
20100310,-38.82864197305554,,,,,
20100311,-41.0049346554663,,,,,
20100312,-43.59678271798976,,,,,
20100315,-44.91577301763347,,,,,
20100316,-45.98856306835143,,,,,
20100317,-28.313899935507003,,,,,
20100318,-13.79373034661655,,,,,
20100319,-1.8875803934123265,,,,,
20100322,8.02513465186643,,,,,
20100323,16.13815865336239,,,,,
20100324,3.3634345050516297,,,,,
20100325,12.614068971417149,,,,,
20100326,20.09098602513997,,,,,
20100329,26.247901779400653,,,,,
20100330,32.72123393847176,,,,,
20100331,38.03206739128415,,,,,
20100401,41.877626062016716,,,,,
20100402,45.1403526746688,,,,,
20100406,49.053478777830655,,,,,
20100407,52.346756925137406,,,,,
20100408,54.45771384810987,,,,,
20100409,56.9424586713445,,,,,
20100412,59.04467406634814,,,,,
20100413,62.286808124757336,,,,,
20100414,65.01366237570411,,,,,
20100415,67.9253103717918,,,,,
