trade_date,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100104,0.0,,,,,
20100105,0.0,,,,,
20100106,60.01188934742876,,,,,
20100107,33.156635094280546,,,,,
20100108,19.44303556807276,,,,,
20100111,14.792811818900844,,,,,
20100112,13.202260453908472,,,,,
20100113,10.738136605315036,,,,,
20100114,8.432699785675068,,,,,
20100115,6.607837159668647,,,,,
20100118,5.814302030969265,,,,,
20100119,5.975316219483688,,,,,
20100120,5.136184669223129,,,,,
20100121,5.170227821805479,,,,,
20100122,4.607088512680442,,,,,
20100125,4.399292512503738,,,,,
20100126,3.412573326752256,,,,,
20100127,2.4480647038761694,,,,,
20100128,1.3332199934282238,,,,,
20100129,-0.010770678676368654,,,,,
20100201,-1.1180033540268866,,,,,
20100202,-2.2736766081954176,,,,,
20100203,-2.3998862957019544,,,,,
20100204,-2.3871960977453486,,,,,
20100205,-2.20719997055968,,,,,
20100208,-2.26572783601981,,,,,
20100209,-2.0549755832672214,,,,,
20100210,-1.7721612984282995,,,,,
20100211,-1.361477470895702,,,,,
20100212,-0.9677850885949346,,,,,
20100222,-0.7534479517783205,,,,,
20100223,-0.5433445271316075,,,,,
20100224,-0.3655284038418076,,,,,
20100225,-0.40411666934275026,,,,,
20100226,-0.4828327009322144,,,,,
20100301,-0.6378208380791172,,,,,
20100302,-0.9113296307833121,,,,,
20100303,-1.1162352434538891,,,,,
20100304,-1.399404331326405,,,,,
20100305,-1.5187728154902185,,,,,
20100308,-1.3754948303599586,,,,,
20100309,-1.288589210602268,,,,,
20100310,-1.1318125999425255,,,,,
20100311,-1.0974364759750879,,,,,
20100312,-0.8373133597321392,,,,,
20100315,-0.9127248740710231,,,,,
20100316,-0.8416789314554843,,,,,
20100317,-0.5764869967981692,,,,,
20100318,-0.5043414525238737,,,,,
20100319,-0.3241351425028324,,,,,
20100322,-0.3195894599443111,,,,,
20100323,-0.6435429009300566,,,,,
20100324,-0.8245959669904965,,,,,
20100325,-0.9576525788300444,,,,,
20100326,-0.8271631903905675,,,,,
20100329,-0.6533727036317887,,,,,
20100330,-0.1349420866567919,,,,,
20100331,0.23879344460432886,,,,,
20100401,0.9034787427726728,,,,,
